UniqueIdentifier EntryName GeneName NumberTRs
F5GWB7 F5GWB7_HUMAN NOP2 1
F8VWL0 F8VWL0_HUMAN TFCP2 1
G3V5D4 G3V5D4_HUMAN STAC3 1
F8VRB8 F8VRB8_HUMAN MED13L 1
F8VXG7 F8VXG7_HUMAN SCAF11 1
A0A087WZ16 A0A087WZ16_HUMAN IFFO1 1
H7BYJ1 H7BYJ1_HUMAN RNF34 1
A0A2R8Y4W2 A0A2R8Y4W2_HUMAN EPS8 1
A0A1C7CYY7 A0A1C7CYY7_HUMAN POU6F1 1
F8VV57 F8VV57_HUMAN KRT5 1
A0A087WYD7 A0A087WYD7_HUMAN LRCOL1 1
F8VS97 F8VS97_HUMAN TPCN1 1
F8VP70 F8VP70_HUMAN PRR13 1
A0A2R8Y5Z7 A0A2R8Y5Z7_HUMAN CHD4 3
F8VS40 F8VS40_HUMAN HVCN1 1
F5H105 F5H105_HUMAN ZNF384 1
F8VS22 F8VS22_HUMAN TMEM119 1
B5MCU0 B5MCU0_HUMAN R3HDM2 1
H7BZV4 H7BZV4_HUMAN ARL6IP4 2
C9JQE8 C9JQE8_HUMAN NCOR2 2
J3KPG5 J3KPG5_HUMAN BAZ2A 1
A0A2R8Y212 A0A2R8Y212_HUMAN CHD4 3
F8W1L8 F8W1L8_HUMAN CDK4 1
H0YHB7 H0YHB7_HUMAN MSI1 1
A0A087WT69 A0A087WT69_HUMAN LRCOL1 1
F8VZP4 F8VZP4_HUMAN PRR13 1
F5GX30 F5GX30_HUMAN M6PR 1
F5H3Y4 F5H3Y4_HUMAN DHX37 1
E9PHD9 E9PHD9_HUMAN B4GALNT3 1
A0A0A0MR80 A0A0A0MR80_HUMAN EP400 1
H0YH80 H0YH80_HUMAN HNRNPA1 1
A0A2R8YER1 A0A2R8YER1_HUMAN CHD4 3
A0A0G2JLG2 A0A0G2JLG2_HUMAN IQSEC3 2
A0A0C4DGH5 A0A0C4DGH5_HUMAN CAND1 1
F8W1L6 F8W1L6_HUMAN TPCN1 1
H0YIL9 H0YIL9_HUMAN DDX23 1
F5GXU0 F5GXU0_HUMAN M6PR 1
F5H7X4 F5H7X4_HUMAN ARL6IP4 2
F8VX55 F8VX55_HUMAN TFCP2 1
C9JU63 C9JU63_HUMAN MYO1A 1
F8VYY1 F8VYY1_HUMAN CDK4 1
F8VZL0 F8VZL0_HUMAN TMEM119 1
H7C1V4 H7C1V4_HUMAN NCKAP5L 1
Q6L9W6 B4GN3_HUMAN B4GALNT3 1
P02458 CO2A1_HUMAN COL2A1 1
Q07065 CKAP4_HUMAN CKAP4 3
P54259 ATN1_HUMAN ATN1 6
Q99700 ATX2_HUMAN ATXN2 1
A0A2U3TZM0 A0A2U3TZM0_HUMAN CHD4 3
A0A2R8YDM9 A0A2R8YDM9_HUMAN ATXN2 1
A0A2R8Y445 A0A2R8Y445_HUMAN NoGeneName 3
F5H157 F5H157_HUMAN RAB35 1
F5GZK9 F5GZK9_HUMAN DCP1B 1
O95206 PCDH8_HUMAN PCDH8 1
Q9UHK0 NUFP1_HUMAN NUFIP1 1
P52945 PDX1_HUMAN PDX1 2
Q5JR59 MTUS2_HUMAN MTUS2 1
Q6UX06 OLFM4_HUMAN OLFM4 1
Q99549 MPP8_HUMAN MPHOSPH8 1
Q08AG7 MZT1_HUMAN MZT1 1
Q8NFP9 NBEA_HUMAN NBEA 2
Q9NV35 NUD15_HUMAN NUDT15 1
Q9NPJ6 MED4_HUMAN MED4 1
Q9NTI5 PDS5B_HUMAN PDS5B 1
Q9Y2L9 LRCH1_HUMAN LRCH1 2
O75592 MYCB2_HUMAN MYCBP2 1
Q9H361 PABP3_HUMAN PABPC3 1
Q9NSV4 DIAP3_HUMAN DIAPH3 1
Q9UI36 DACH1_HUMAN DACH1 5
Q99626 CDX2_HUMAN CDX2 2
O15075 DCLK1_HUMAN DCLK1 1
Q5SZK8 FREM2_HUMAN FREM2 1
Q14393 GAS6_HUMAN GAS6 1
P06400 RB_HUMAN RB1 2
P86480 PR20D_HUMAN PRR20D 1
P86478 PR20E_HUMAN PRR20E 1
Q86XN7 PRSR1_HUMAN PROSER1 1
P86481 PR20B_HUMAN PRR20B 1
P86479 PR20C_HUMAN PRR20C 1
Q9H4X1 RGCC_HUMAN RGCC 1
Q9BXT8 RNF17_HUMAN RNF17 1
O14788 TNF11_HUMAN TNFSF11 1
Q9UPY6 WASF3_HUMAN WASF3 2
Q96T25 ZIC5_HUMAN ZIC5 6
Q5T200 ZC3HD_HUMAN ZC3H13 2
Q9UJ78 ZMYM5_HUMAN ZMYM5 1
O95409 ZIC2_HUMAN ZIC2 4
Q9Y651 SOX21_HUMAN SOX21 3
Q8IZP7 H6ST3_HUMAN HS6ST3 1
Q9NRM7 LATS2_HUMAN LATS2 1
P11279 LAMP1_HUMAN LAMP1 1
Q9Y4X4 KLF12_HUMAN KLF12 1
Q9NR64 KLHL1_HUMAN KLHL1 1
Q32P51 RA1L2_HUMAN HNRNPA1L2 1
Q01851 PO4F1_HUMAN POU4F1 2
P86496 PR20A_HUMAN PRR20A 1
O00570 SOX1_HUMAN SOX1 5
Q8NEM7 SP20H_HUMAN SUPT20H 2
Q15714 T22D1_HUMAN TSC22D1 3
Q96KW9 SPAC7_HUMAN SPACA7 1
Q9H7E2 TDRD3_HUMAN TDRD3 1
Q9H714 RUBCL_HUMAN RUBCNL 1
A0A1B0GTI8 TM272_HUMAN TMEM272 1
A0A0A0MSS3 A0A0A0MSS3_HUMAN SLAIN1 1
Q9NXR5 ANR10_HUMAN ANKRD10 1
Q8N7J2 AMER2_HUMAN AMER2 1
Q9NWB6 ARGL1_HUMAN ARGLU1 2
Q8IXQ4 GPAM1_HUMAN GPALPP1 1
B1AL88 F155A_HUMAN FAM155A 2
Q9Y625 GPC6_HUMAN GPC6 1
P32519 ELF1_HUMAN ELF1 1
Q9Y4H2 IRS2_HUMAN IRS2 4
Q9H4S2 GSX1_HUMAN GSX1 1
Q86V97 KBTB6_HUMAN KBTBD6 1
Q8WVZ9 KBTB7_HUMAN KBTBD7 1
Q96CX2 KCD12_HUMAN KCTD12 1
Q5TBA9 FRY_HUMAN FRY 1
B7ZBN5 B7ZBN5_HUMAN RUBCNL 1
Q5T321 Q5T321_HUMAN NBEA 2
Q5T8L6 Q5T8L6_HUMAN SPACA7 1
Q5T8L4 Q5T8L4_HUMAN SPACA7 1
Q8IUW1 Q8IUW1_HUMAN ANKRD10 1
A0A0A0MRI1 A0A0A0MRI1_HUMAN GPALPP1 1
Q92728 Q92728_HUMAN RB1 2
A0A2R8YFL6 A0A2R8YFL6_HUMAN RB1 2
H0YH25 H0YH25_HUMAN ZMYM5 1
A0A0D9SF28 A0A0D9SF28_HUMAN NBEA 2
F5GXV7 F5GXV7_HUMAN NBEA 2
Q5T2J8 Q5T2J8_HUMAN RNF17 1
A0A2R8Y5V8 A0A2R8Y5V8_HUMAN FRY 1
A0A087WT82 A0A087WT82_HUMAN GPC6 1
Q5T6R1 Q5T6R1_HUMAN RNF17 1
A0A1B0GW01 A0A1B0GW01_HUMAN TMEM272 1
A9IYQ1 A9IYQ1_HUMAN PDS5B 1
A0A0D9SG85 A0A0D9SG85_HUMAN ELF1 1
A0A087WZA7 A0A087WZA7_HUMAN DACH1 5
A0A087WY66 A0A087WY66_HUMAN DACH1 4
A0A286YFA9 A0A286YFA9_HUMAN FRY 1
A0A3B3IS71 A0A3B3IS71_HUMAN RB1 2
A0A0C4DFX2 A0A0C4DFX2_HUMAN FRY 1
A0A2R8YCY2 A0A2R8YCY2_HUMAN FRY 1
F6S7C4 F6S7C4_HUMAN SUPT20H 1
A0A3B3ISV3 A0A3B3ISV3_HUMAN COL4A1 1
A0A0A0MRV7 A0A0A0MRV7_HUMAN RUBCNL 1
J3KQA9 J3KQA9_HUMAN MTUS2 1
F5H1J3 F5H1J3_HUMAN KLHL1 1
A0A3B3ITQ8 A0A3B3ITQ8_HUMAN COL4A2 1
A0A1B0GV68 A0A1B0GV68_HUMAN FARP1 2
Q5VZY9 Q5VZY9_HUMAN DCLK1 1
C9IZ15 C9IZ15_HUMAN TSC22D1 2
H7C5F9 H7C5F9_HUMAN SUPT20H 2
A0A0U1RRL5 A0A0U1RRL5_HUMAN ELF1 1
E9PH36 E9PH36_HUMAN F7 1
P02462 CO4A1_HUMAN COL4A1 1
P08572 CO4A2_HUMAN COL4A2 1
Q96RV3 PCX1_HUMAN PCNX1 1
Q9HDB5 NRX3B_HUMAN NRXN3 1
P80192 M3K9_HUMAN MAP3K9 2
P43699 NKX21_HUMAN NKX2-1 1
Q8TD19 NEK9_HUMAN NEK9 1
Q14934 NFAC4_HUMAN NFATC4 1
Q86U38 NOP9_HUMAN NOP9 1
Q8IXF0 NPAS3_HUMAN NPAS3 2
Q8TB37 NUBPL_HUMAN NUBPL 1
O15522 NKX28_HUMAN NKX2-8 1
A0A1B0GTW7 LMLN2_HUMAN LMLN2 1
O60524 NEMF_HUMAN NEMF 1
Q7Z4F1 LRP10_HUMAN LRP10 1
P57103 NAC3_HUMAN SLC8A3 1
Q8TEB1 DCA11_HUMAN DCAF11 1
Q9GZR7 DDX24_HUMAN DDX24 1
Q9C0K0 BC11B_HUMAN BCL11B 1
O75843 AP1G2_HUMAN AP1G2 2
O75909 CCNK_HUMAN CCNK 1
Q3MIR4 CC50B_HUMAN TMEM30B 1
Q8ND23 CARL3_HUMAN CARMIL3 1
Q56P03 EAPP_HUMAN EAPP 1
Q96JK2 DCAF5_HUMAN DCAF5 2
Q96AC1 FERM2_HUMAN FERMT2 1
O00409 FOXN3_HUMAN FOXN3 2
Q96KE9 BTBD6_HUMAN BTBD6 1
Q9P203 BTBD7_HUMAN BTBD7 2
P55316 FOXG1_HUMAN FOXG1 3
Q8TER5 ARH40_HUMAN ARHGEF40 1
Q9NQX3 GEPH_HUMAN GPHN 1
Q86U06 RBM23_HUMAN RBM23 1
Q8TC12 RDH11_HUMAN RDH11 1
P34096 RNAS4_HUMAN RNASE4 1
Q9H1E1 RNAS7_HUMAN RNASE7 1
Q93091 RNAS6_HUMAN RNASE6 1
O95072 REC8_HUMAN REC8 1
Q9UIU6 SIX4_HUMAN SIX4 1
Q8TDE3 RNAS8_HUMAN RNASE8 1
Q86XR5 PRIMA_HUMAN PRIMA1 1
Q8TB24 RIN3_HUMAN RIN3 3
P49756 RBM25_HUMAN RBM25 2
Q6IN85 P4R3A_HUMAN PPP4R3A 1
Q9BTD3 TM121_HUMAN TMEM121 1
O94842 TOX4_HUMAN TOX4 1
Q07352 TISB_HUMAN ZFP36L1 1
Q03169 TNAP2_HUMAN TNFAIP2 1
O75717 WDHD1_HUMAN WDHD1 2
P49750 YLPM1_HUMAN YLPM1 1
Q9C0A1 ZFHX2_HUMAN ZFHX2 1
Q9P2Y4 ZN219_HUMAN ZNF219 1
P30872 SSR1_HUMAN SSTR1 1
Q9Y5B9 SP16H_HUMAN SUPT16H 1
Q15139 KPCD1_HUMAN PRKD1 1
P32243 OTX2_HUMAN OTX2 1
Q86U42 PABP2_HUMAN PABPN1 2
Q9H307 PININ_HUMAN PNN 3
Q06323 PSME1_HUMAN PSME1 1
Q13243 SRSF5_HUMAN SRSF5 2
Q07890 SOS2_HUMAN SOS2 1
O15270 SPTC2_HUMAN SPTLC2 1
Q9H9C1 SPE39_HUMAN VIPAS39 1
Q13033 STRN3_HUMAN STRN3 1
Q8WXH0 SYNE2_HUMAN SYNE2 1
P25490 TYY1_HUMAN YY1 1
Q9Y467 SALL2_HUMAN SALL2 4
Q6PL24 TMED8_HUMAN TMED8 1
O43166 SI1L1_HUMAN SIPA1L1 1
Q8WVM8 SCFD1_HUMAN SCFD1 1
O15040 TCPR2_HUMAN TECPR2 1
P52655 TF2AA_HUMAN GTF2A1 1
G3V3K0 G3V3K0_HUMAN RDH11 1
Q9UKV3 ACINU_HUMAN ACIN1 5
Q8NFM4 ADCY4_HUMAN ADCY4 2
Q8IVF2 AHNK2_HUMAN AHNAK2 1
Q9NPC3 CIP1_HUMAN CCNB1IP1 1
Q9HCK8 CHD8_HUMAN CHD8 2
Q8N128 F177A_HUMAN FAM177A1 2
Q6PJG2 EMSA1_HUMAN ELMSAN1 1
Q9UI08 EVL_HUMAN EVL 2
A6NKD9 CC85C_HUMAN CCDC85C 1
Q8TEX9 IPO4_HUMAN IPO4 1
Q00978 IRF9_HUMAN IRF9 1
Q27J81 INF2_HUMAN INF2 3
Q9Y219 JAG2_HUMAN JAG2 1
Q96T92 INSM2_HUMAN INSM2 1
P01880 IGHD_HUMAN IGHD 1
Q8IZ08 GP135_HUMAN GPR135 1
Q96M32 KAD7_HUMAN AK7 1
P01861 IGHG4_HUMAN IGHG4 1
Q8IX15 HOMEZ_HUMAN HOMEZ 3
Q9H1B7 I2BPL_HUMAN IRF2BPL 4
P55010 IF5_HUMAN EIF5 1
P07900 HS90A_HUMAN HSP90AA1 1
F8VR32 F8VR32_HUMAN NPAS3 2
H0YJG4 H0YJG4_HUMAN CHD8 3
G3V258 G3V258_HUMAN ADCY4 1
H0YLF1 H0YLF1_HUMAN DCAF11 1
G3V2I7 G3V2I7_HUMAN RIN3 1
H0YN03 H0YN03_HUMAN DCAF11 1
B4DJK0 B4DJK0_HUMAN SRSF5 1
A0A0A0MS09 A0A0A0MS09_HUMAN IGHD 1
H0YJ41 H0YJ41_HUMAN BTBD7 2
H0YJP3 H0YJP3_HUMAN WARS 1
G3XAP0 G3XAP0_HUMAN RBM23 1
F8WBA3 F8WBA3_HUMAN PRKD1 1
J3KNP8 J3KNP8_HUMAN C14orf180 1
A0A087X212 A0A087X212_HUMAN FAM177A1 1
A0A2R8Y3T5 A0A2R8Y3T5_HUMAN LMLN2 1
G3V3R7 G3V3R7_HUMAN ATXN3 1
J3KPI6 J3KPI6_HUMAN MAP3K9 2
G3V5R2 G3V5R2_HUMAN FERMT2 1
G3V529 G3V529_HUMAN DDX24 1
G3V365 G3V365_HUMAN AK7 1
H0YNT0 H0YNT0_HUMAN DCAF11 1
B4DUA4 B4DUA4_HUMAN SRSF5 1
G3V328 G3V328_HUMAN ATXN3 1
G3V5K8 G3V5K8_HUMAN SRSF5 1
H0YKR8 H0YKR8_HUMAN DCAF11 1
H0YLB2 H0YLB2_HUMAN DCAF11 1
H0YLX7 H0YLX7_HUMAN DCAF11 1
G3V3Z5 G3V3Z5_HUMAN FAM177A1 1
H0YL64 H0YL64_HUMAN DCAF11 1
G3V2N2 G3V2N2_HUMAN SIX4 1
H0YMR4 H0YMR4_HUMAN IPO4 1
G3V510 G3V510_HUMAN RDH11 1
F5H039 F5H039_HUMAN GPHN 1
G3V5F3 G3V5F3_HUMAN SCFD1 1
H0YNP4 H0YNP4_HUMAN IRF9 1
H7C1L3 H7C1L3_HUMAN ELMSAN1 1
A0A0A0MSU2 A0A0A0MSU2_HUMAN ELMSAN1 1
A0A2R8YFT4 A0A2R8YFT4_HUMAN CHD8 1
G3V5Z6 G3V5Z6_HUMAN RBM23 1
F8W0A2 F8W0A2_HUMAN NUBPL 1
H0YN15 H0YN15_HUMAN DCAF11 1
A0A0U1RRC3 A0A0U1RRC3_HUMAN CDC42BPB 1
C9JQV6 C9JQV6_HUMAN ATXN3 1
H0YM86 H0YM86_HUMAN DCAF11 1
E7EQT4 E7EQT4_HUMAN ACIN1 5
U3KPW8 U3KPW8_HUMAN HOMEZ 1
G3V4K3 G3V4K3_HUMAN VIPAS39 1
H0YJA4 H0YJA4_HUMAN CHD8 2
A0A0C4DGK3 A0A0C4DGK3_HUMAN SYNE2 1
H7BXP4 H7BXP4_HUMAN IRF9 1
F5H211 F5H211_HUMAN ATXN3 1
H0YL29 H0YL29_HUMAN DCAF11 1
H0YMZ4 H0YMZ4_HUMAN DCAF11 1
G3V2W9 G3V2W9_HUMAN EAPP 1
H0YM56 H0YM56_HUMAN DCAF11 1
H0YJ34 H0YJ34_HUMAN FERMT2 1
G3V3J0 G3V3J0_HUMAN FERMT2 1
F8VPC8 F8VPC8_HUMAN BTBD6 1
A0A0A0MQU1 A0A0A0MQU1_HUMAN INF2 1
A0A2R8Y840 A0A2R8Y840_HUMAN CHD8 1
F8W061 F8W061_HUMAN NUBPL 1
S4R3H4 S4R3H4_HUMAN ACIN1 5
J3KNG4 J3KNG4_HUMAN SCFD1 1
H0YJ30 H0YJ30_HUMAN GPHN 1
A0A0A0MT91 A0A0A0MT91_HUMAN IGHJ6 1
A0A087WWY9 A0A087WWY9_HUMAN RIN3 3
H0YMB0 H0YMB0_HUMAN IRF9 1
A0A2R8Y4P3 A0A2R8Y4P3_HUMAN CHD8 1
G3V3K9 G3V3K9_HUMAN SCFD1 1
H0YJS2 H0YJS2_HUMAN TTC7B 1
H0YJN4 H0YJN4_HUMAN RBM23 1
A0A087X060 A0A087X060_HUMAN EAPP 1
H0YJJ3 H0YJJ3_HUMAN RBM23 1
G3V3J3 G3V3J3_HUMAN OTX2 1
H0YMF7 H0YMF7_HUMAN DCAF11 1
G3V314 G3V314_HUMAN EVL 2
A0A087X1A8 A0A087X1A8_HUMAN ATXN3 1
G3V234 G3V234_HUMAN RDH11 1
G3V340 G3V340_HUMAN STRN3 1
A0A2R8Y808 A0A2R8Y808_HUMAN CHD8 1
A0A286YFJ8 A0A286YFJ8_HUMAN IGHG4 1
H0YJL6 H0YJL6_HUMAN EVL 2
H0YJN0 H0YJN0_HUMAN EVL 2
H0YJ47 H0YJ47_HUMAN AP1G2 2
F8VS42 F8VS42_HUMAN NPAS3 2
G3V4I1 G3V4I1_HUMAN SCFD1 1
G3V5V3 G3V5V3_HUMAN NEMF 1
H0YN72 H0YN72_HUMAN ADCY4 1
G3V2G2 G3V2G2_HUMAN ATXN3 1
G3V3B0 G3V3B0_HUMAN ACIN1 2
A0A0C4DGK4 A0A0C4DGK4_HUMAN NRXN3 1
G3V2G1 G3V2G1_HUMAN ATXN3 1
H0YN92 H0YN92_HUMAN DCAF11 1
H0YNS2 H0YNS2_HUMAN DCAF11 1
F8VU51 F8VU51_HUMAN YLPM1 1
F2Z391 F2Z391_HUMAN SLC8A3 1
H0YMN6 H0YMN6_HUMAN DCAF11 1
H0YN14 H0YN14_HUMAN IPO4 1
G3V485 G3V485_HUMAN ARHGEF40 1
H0YFS7 H0YFS7_HUMAN SALL2 2
H0YN21 H0YN21_HUMAN DCAF11 1
A0A2R8Y3X7 A0A2R8Y3X7_HUMAN ATXN3 1
F5GYF8 F5GYF8_HUMAN SIPA1L1 1
G3V3T3 G3V3T3_HUMAN ACIN1 1
F5H433 F5H433_HUMAN SALL2 1
G3V583 G3V583_HUMAN FAM177A1 1
A0A2R8Y8A2 A0A2R8Y8A2_HUMAN RGS6 1
A0A1B0GUB7 A0A1B0GUB7_HUMAN KLHL33 1
H0YN40 H0YN40_HUMAN EIF5 1
H0YLH4 H0YLH4_HUMAN DCAF11 1
A0A0A0MS38 A0A0A0MS38_HUMAN ATXN3 1
H0YNK2 H0YNK2_HUMAN DCAF11 1
H0YHR7 H0YHR7_HUMAN NUBPL 1
G3V4U9 G3V4U9_HUMAN ATXN3 1
G3V3T6 G3V3T6_HUMAN ATXN3 1
A0A1B0GTK0 A0A1B0GTK0_HUMAN KLHL33 1
H0YN07 H0YN07_HUMAN IPO4 1
G3V2G6 G3V2G6_HUMAN RDH11 1
E9PS92 E9PS92_HUMAN SLC7A8 1
G3V3P9 G3V3P9_HUMAN OTX2 1
G3V3N2 G3V3N2_HUMAN ARHGEF40 1
D3YTK1 D3YTK1_HUMAN BCL11B 1
E7EW59 E7EW59_HUMAN SALL2 2
A0A1C7CYX1 A0A1C7CYX1_HUMAN ELMSAN1 2
A0A0J9YVP2 A0A0J9YVP2_HUMAN IGHJ6 1
H0YJ91 H0YJ91_HUMAN PCNX1 1
G3V582 G3V582_HUMAN GPHN 1
G3V266 G3V266_HUMAN BATF 1
P10645 CMGA_HUMAN CHGA 2
P54252 ATX3_HUMAN ATXN3 1
Q16520 BATF_HUMAN BATF 1
Q96BY7 ATG2B_HUMAN ATG2B 1
Q96JQ2 CLMN_HUMAN CLMN 1
Q9NQR7 CC177_HUMAN CCDC177 2
G3V5C1 G3V5C1_HUMAN ARHGEF40 1
Q8TE49 OTU7A_HUMAN OTUD7A 2
Q9NXD2 MTMRA_HUMAN MTMR10 1
Q96PH1 NOX5_HUMAN NOX5 2
O75925 PIAS1_HUMAN PIAS1 1
Q7RTP0 NIPA1_HUMAN NIPA1 1
Q08397 LOXL1_HUMAN LOXL1 1
P78559 MAP1A_HUMAN MAP1A 1
Q0VG99 MESP2_HUMAN MESP2 1
C9JE40 PATL2_HUMAN PATL2 1
Q9HAT1 LMA1L_HUMAN LMAN1L 1
O60721 NCKX1_HUMAN SLC24A1 1
P29376 LTK_HUMAN LTK 2
O60336 MABP1_HUMAN MAPKBP1 1
P0CAP1 MYZAP_HUMAN MYZAP 1
Q8IWI9 MGAP_HUMAN MGA 1
Q9NPA0 EMC7_HUMAN EMC7 1
A7MBM2 DISP2_HUMAN DISP2 1
O75822 EIF3J_HUMAN EIF3J 2
Q68DA7 FMN1_HUMAN FMN1 2
Q8NCU7 C2C4A_HUMAN C2CD4A 1
A6NLJ0 C2C4B_HUMAN C2CD4B 1
Q15751 HERC1_HUMAN HERC1 1
O95714 HERC2_HUMAN HERC2 1
Q8IVW6 ARI3B_HUMAN ARID3B 2
Q9Y4X5 ARI1_HUMAN ARIH1 1
P32297 ACHA3_HUMAN CHRNA3 1
P36578 RL4_HUMAN RPL4 1
Q9BWH6 RPAP1_HUMAN RPAP1 1
Q2VWP7 PRTG_HUMAN PRTG 2
P84550 SKOR1_HUMAN SKOR1 3
Q96ST3 SIN3A_HUMAN SIN3A 2
Q2KHR2 RFX7_HUMAN RFX7 1
Q6ZNA4 RN111_HUMAN RNF111 4
Q12888 TP53B_HUMAN TP53BP1 1
Q04726 TLE3_HUMAN TLE3 1
Q8TF30 WHAMM_HUMAN WHAMM 2
Q07157 ZO1_HUMAN TJP1 2
Q92610 ZN592_HUMAN ZNF592 1
O15014 ZN609_HUMAN ZNF609 1
O14863 ZNT4_HUMAN SLC30A4 1
Q9Y3Q4 HCN4_HUMAN HCN4 2
P83111 LACTB_HUMAN LACTB 1
Q8NBR6 MINY2_HUMAN MINDY2 1
Q2M1P5 KIF7_HUMAN KIF7 1
P37108 SRP14_HUMAN SRP14 1
Q7RTU9 STRC_HUMAN STRC 1
Q9UIG8 SO3A1_HUMAN SLCO3A1 1
O43541 SMAD6_HUMAN SMAD6 1
Q6UW49 SPESP_HUMAN SPESP1 1
Q7Z4N2 TRPM1_HUMAN TRPM1 2
Q9Y3Q3 TMED3_HUMAN TMED3 1
O75971 SNPC5_HUMAN SNAPC5 1
Q15413 RYR3_HUMAN RYR3 2
Q92541 RTF1_HUMAN RTF1 2
Q8WVN8 UB2Q2_HUMAN UBE2Q2 1
Q8IWV7 UBR1_HUMAN UBR1 1
G5E9E7 G5E9E7_HUMAN TJP1 2
H0YNY1 H0YNY1_HUMAN PATL2 1
A0A0A0MTQ9 A0A0A0MTQ9_HUMAN TRPM1 2
C9JTQ0 ANR63_HUMAN ANKRD63 1
Q96L96 ALPK3_HUMAN ALPK3 1
Q13367 AP3B2_HUMAN AP3B2 2
Q6PCB6 AB17C_HUMAN ABHD17C 1
Q3ZCQ3 F174B_HUMAN FAM174B 1
Q96M60 F227B_HUMAN FAM227B 1
Q9NVI1 FANCI_HUMAN FANCI 1
Q8IU89 CERS3_HUMAN CERS3 1
Q96P56 CTSR2_HUMAN CATSPER2 1
P54098 DPOG1_HUMAN POLG 1
Q9NRD8 DUOX2_HUMAN DUOX2 1
Q14696 MESD_HUMAN MESD 1
Q6UXK2 ISLR2_HUMAN ISLR2 1
Q02078 MEF2A_HUMAN MEF2A 2
Q6ZN04 MEX3B_HUMAN MEX3B 2
P55081 MFAP1_HUMAN MFAP1 1
Q8IVU1 IGDC3_HUMAN IGDCC3 1
Q14005 IL16_HUMAN IL16 1
P23677 IP3KA_HUMAN ITPKA 1
Q6ZMI3 GLDN_HUMAN GLDN 1
Q9UBC0 HNF6_HUMAN ONECUT1 2
E9PHD0 E9PHD0_HUMAN UBE2Q2 1
A0A3B3IS91 A0A3B3IS91_HUMAN POLG 1
H0Y3R8 H0Y3R8_HUMAN TJP1 1
H0YLT7 H0YLT7_HUMAN PRTG 1
J3KNP4 J3KNP4_HUMAN SEMA4B 1
H0YKB1 H0YKB1_HUMAN TJP1 1
H3BM89 H3BM89_HUMAN RPL4 1
H3BNB9 H3BNB9_HUMAN ARIH1 1
G3V1L9 G3V1L9_HUMAN TJP1 2
H0YLW0 H0YLW0_HUMAN SRP14 1
H0YM30 H0YM30_HUMAN FMN1 2
G3V1J9 G3V1J9_HUMAN TMED3 1
H8Y6P7 H8Y6P7_HUMAN GCOM1 1
H3BU31 H3BU31_HUMAN RPL4 1
A0A087X0K9 A0A087X0K9_HUMAN TJP1 2
H3BRE8 H3BRE8_HUMAN RPAP1 1
A0A0G2JMR4 A0A0G2JMR4_HUMAN TRPM1 2
A0A0B4J289 A0A0B4J289_HUMAN NOX5 2
H3BUV4 H3BUV4_HUMAN CLN6 1
H0YLX2 H0YLX2_HUMAN RFX7 1
A0A0X1KG73 A0A0X1KG73_HUMAN RYR3 2
A6NNK5 A6NNK5_HUMAN TP53BP1 1
H0YLD8 H0YLD8_HUMAN SHF 1
H3BVF8 H3BVF8_HUMAN CLK3 1
A0A087WX73 A0A087WX73_HUMAN AKAP13 1
H3BRT8 H3BRT8_HUMAN CLK3 1
X6RAN8 X6RAN8_HUMAN DUOX2 1
H0YLI3 H0YLI3_HUMAN TLE3 1
A0A0D9SFM1 A0A0D9SFM1_HUMAN POLG 1
A0A2R8Y2A8 A0A2R8Y2A8_HUMAN AP3B2 3
H0YMD6 H0YMD6_HUMAN SEMA4B 1
E9PGC8 E9PGC8_HUMAN MAP1A 1
H3BUL5 H3BUL5_HUMAN CLK3 1
H3BUC4 H3BUC4_HUMAN UBR1 1
H0YDT8 H0YDT8_HUMAN EMC7 1
A0A0G2JMJ5 A0A0G2JMJ5_HUMAN TRPM1 2
H0YNT2 H0YNT2_HUMAN TLE3 1
A0A0D9SES8 A0A0D9SES8_HUMAN TLE3 1
H0YMR1 H0YMR1_HUMAN SEMA4B 1
G3V5H7 G3V5H7_HUMAN SKOR1 3
H0YKU7 H0YKU7_HUMAN TRPM1 2
H0YKK1 H0YKK1_HUMAN IGDCC3 1
H3BQG1 H3BQG1_HUMAN CLK3 1
H3BP78 H3BP78_HUMAN FANCI 1
A0A0G2JN34 A0A0G2JN34_HUMAN TRPM1 2
H0YLN3 H0YLN3_HUMAN SEMA4B 1
F8W7R3 F8W7R3_HUMAN FANCI 1
H0YM68 H0YM68_HUMAN SEMA4B 1
H0YL70 H0YL70_HUMAN TLE3 1
F8W9H2 F8W9H2_HUMAN CATSPER2 1
H0YLT6 H0YLT6_HUMAN TJP1 1
A0A0U1RRH1 A0A0U1RRH1_HUMAN RYR3 2
H3BTF4 H3BTF4_HUMAN MGA 1
H0YNA1 H0YNA1_HUMAN FAM98B 1
A0A087X080 A0A087X080_HUMAN RYR3 2
H0YNQ1 H0YNQ1_HUMAN IGDCC3 1
H3BQR7 H3BQR7_HUMAN CLK3 1
E7EPM8 E7EPM8_HUMAN STRC 1
A0A0G2JPN6 A0A0G2JPN6_HUMAN TRPM1 2
H3BQP4 H3BQP4_HUMAN MTMR10 1
H0YKN8 H0YKN8_HUMAN TLE3 1
F5H4M7 F5H4M7_HUMAN TMED3 1
A0A1B0GUY3 A0A1B0GUY3_HUMAN CLN6 1
H0YLW6 H0YLW6_HUMAN SHF 1
H0YLH9 H0YLH9_HUMAN IL16 1
A0A087WTJ9 A0A087WTJ9_HUMAN UBR1 1
